,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
138,138,2011,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),138.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance total assets,LE00000,A000000,83629
139,139,2011,B,Mining,g_100-199,Total income,272,DOLLARS(millions),139.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,82880
140,140,2011,B,Mining,g_100-199,Total expenditure,376,DOLLARS(millions),140.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
141,141,2011,B,Mining,g_100-199,Operating profit before tax,C,DOLLARS(millions),141.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1314
142,142,2011,B,Mining,g_100-199,Total assets,C,DOLLARS(millions),142.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance debt securities,LE00000,AFA0300,42957
143,143,2011,B,Mining,g_100-199,Fixed tangible assets,C,DOLLARS(millions),143.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance loans,LE00000,AFA0400,33315
144,144,2011,B,Mining,h_200+,Activity unit,9,COUNT,144.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1784
145,145,2011,B,Mining,h_200+,Rolling mean employees,2850,COUNT,145.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
146,146,2011,B,Mining,h_200+,Salaries and wages paid,261,DOLLARS(millions),146.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,99
147,147,2011,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1858,DOLLARS(millions),147.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3411
148,148,2011,B,Mining,h_200+,Total income,1933,DOLLARS(millions),148.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,84279
149,149,2011,B,Mining,h_200+,Total expenditure,1673,DOLLARS(millions),149.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
150,150,2011,B,Mining,h_200+,Operating profit before tax,286,DOLLARS(millions),150.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
151,151,2011,B,Mining,h_200+,Total assets,2099,DOLLARS(millions),151.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,55445
152,152,2011,B,Mining,h_200+,Fixed tangible assets,1050,DOLLARS(millions),152.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance loans,LE00000,AFL0400,19291
153,153,2011,B,Mining,i_Industry_Total,Activity unit,606,COUNT,153.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8020
154,154,2011,B,Mining,i_Industry_Total,Rolling mean employees,5907,COUNT,154.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
155,155,2011,B,Mining,i_Industry_Total,Salaries and wages paid,621,DOLLARS(millions),155.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,130
156,156,2011,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",6944,DOLLARS(millions),156.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1393
157,157,2011,B,Mining,i_Industry_Total,Total income,7486,DOLLARS(millions),157.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,735
158,158,2011,B,Mining,i_Industry_Total,Total expenditure,5742,DOLLARS(millions),158.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,14
159,159,2011,B,Mining,i_Industry_Total,Operating profit before tax,1895,DOLLARS(millions),159.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance net worth,LE00000,B900000,-650
160,160,2011,B,Mining,i_Industry_Total,Total assets,26953,DOLLARS(millions),160.0,2007.03,Other financial intermediaries excluding insurance and pension funds,241.0,Closing balance total liabilities and net worth,LE00000,L000000,83629
161,161,2011,B,Mining,i_Industry_Total,Fixed tangible assets,8859,DOLLARS(millions),161.0,2007.03,Insurance corporations,251.0,Closing balance total assets,LE00000,A000000,21314
162,162,2011,C,Manufacturing,a_0,Activity unit,8382,COUNT,162.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,19849
163,163,2011,C,Manufacturing,a_0,Rolling mean employees,0,COUNT,163.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
164,164,2011,C,Manufacturing,a_0,Salaries and wages paid,154,DOLLARS(millions),164.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
165,165,2011,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",1993,DOLLARS(millions),165.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance debt securities,LE00000,AFA0300,C
166,166,2011,C,Manufacturing,a_0,Total income,2004,DOLLARS(millions),166.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance loans,LE00000,AFA0400,C
167,167,2011,C,Manufacturing,a_0,Total expenditure,1796,DOLLARS(millions),167.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6950
168,168,2011,C,Manufacturing,a_0,Operating profit before tax,204,DOLLARS(millions),168.0,2007.03,Insurance corporations,251.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,452
169,169,2011,C,Manufacturing,a_0,Total assets,2173,DOLLARS(millions),169.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,159
170,170,2011,C,Manufacturing,a_0,Fixed tangible assets,645,DOLLARS(millions),170.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3566
171,171,2011,C,Manufacturing,b_1-5,Activity unit,6942,COUNT,171.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,22237
172,172,2011,C,Manufacturing,b_1-5,Rolling mean employees,15327,COUNT,172.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
173,173,2011,C,Manufacturing,b_1-5,Salaries and wages paid,627,DOLLARS(millions),173.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
174,174,2011,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",3669,DOLLARS(millions),174.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
175,175,2011,C,Manufacturing,b_1-5,Total income,3683,DOLLARS(millions),175.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance loans,LE00000,AFL0400,C
176,176,2011,C,Manufacturing,b_1-5,Total expenditure,3458,DOLLARS(millions),176.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8566
177,177,2011,C,Manufacturing,b_1-5,Operating profit before tax,241,DOLLARS(millions),177.0,2007.03,Insurance corporations,251.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,12816
178,178,2011,C,Manufacturing,b_1-5,Total assets,2675,DOLLARS(millions),178.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,23
179,179,2011,C,Manufacturing,b_1-5,Fixed tangible assets,612,DOLLARS(millions),179.0,2007.03,Insurance corporations,251.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,553
180,180,2011,C,Manufacturing,c_6-9,Activity unit,1872,COUNT,180.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1016
181,181,2011,C,Manufacturing,c_6-9,Rolling mean employees,13680,COUNT,181.0,2007.03,Insurance corporations,251.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,449
182,182,2011,C,Manufacturing,c_6-9,Salaries and wages paid,561,DOLLARS(millions),182.0,2007.03,Insurance corporations,251.0,Closing balance net worth,LE00000,B900000,-923
183,183,2011,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2168,DOLLARS(millions),183.0,2007.03,Insurance corporations,251.0,Closing balance total liabilities and net worth,LE00000,L000000,21314
184,184,2011,C,Manufacturing,c_6-9,Total income,2184,DOLLARS(millions),184.0,2007.03,Pension funds,261.0,Closing balance total assets,LE00000,A000000,31919
185,185,2011,C,Manufacturing,c_6-9,Total expenditure,2073,DOLLARS(millions),185.0,2007.03,Pension funds,261.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,31813
186,186,2011,C,Manufacturing,c_6-9,Operating profit before tax,128,DOLLARS(millions),186.0,2007.03,Pension funds,261.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
187,187,2011,C,Manufacturing,c_6-9,Total assets,1392,DOLLARS(millions),187.0,2007.03,Pension funds,261.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,862
188,188,2011,C,Manufacturing,c_6-9,Fixed tangible assets,375,DOLLARS(millions),188.0,2007.03,Pension funds,261.0,Financial assets Closing balance debt securities,LE00000,AFA0300,1829
189,189,2011,C,Manufacturing,d_10-19,Activity unit,1884,COUNT,189.0,2007.03,Pension funds,261.0,Financial assets Closing balance loans,LE00000,AFA0400,0
190,190,2011,C,Manufacturing,d_10-19,Rolling mean employees,25053,COUNT,190.0,2007.03,Pension funds,261.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,19832
191,191,2011,C,Manufacturing,d_10-19,Salaries and wages paid,1118,DOLLARS(millions),191.0,2007.03,Pension funds,261.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,9290
192,192,2011,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",4407,DOLLARS(millions),192.0,2007.03,Pension funds,261.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
193,193,2011,C,Manufacturing,d_10-19,Total income,4435,DOLLARS(millions),193.0,2007.03,Pension funds,261.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
194,194,2011,C,Manufacturing,d_10-19,Total expenditure,4356,DOLLARS(millions),194.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,31919
195,195,2011,C,Manufacturing,d_10-19,Operating profit before tax,98,DOLLARS(millions),195.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
196,196,2011,C,Manufacturing,d_10-19,Total assets,2875,DOLLARS(millions),196.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
197,197,2011,C,Manufacturing,d_10-19,Fixed tangible assets,684,DOLLARS(millions),197.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
198,198,2011,C,Manufacturing,e_20-49,Activity unit,1149,COUNT,198.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance loans,LE00000,AFL0400,0
199,199,2011,C,Manufacturing,e_20-49,Rolling mean employees,34092,COUNT,199.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
200,200,2011,C,Manufacturing,e_20-49,Salaries and wages paid,1658,DOLLARS(millions),200.0,2007.03,Pension funds,261.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,31919
201,201,2011,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",7997,DOLLARS(millions),201.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
202,202,2011,C,Manufacturing,e_20-49,Total income,8050,DOLLARS(millions),202.0,2007.03,Pension funds,261.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
203,203,2011,C,Manufacturing,e_20-49,Total expenditure,7631,DOLLARS(millions),203.0,2007.03,Pension funds,261.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,67
204,204,2011,C,Manufacturing,e_20-49,Operating profit before tax,508,DOLLARS(millions),204.0,2007.03,Pension funds,261.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,39
205,205,2011,C,Manufacturing,e_20-49,Total assets,5947,DOLLARS(millions),205.0,2007.03,Pension funds,261.0,Closing balance net worth,LE00000,B900000,0
206,206,2011,C,Manufacturing,e_20-49,Fixed tangible assets,1922,DOLLARS(millions),206.0,2007.03,Pension funds,261.0,Closing balance total liabilities and net worth,LE00000,L000000,31919
207,207,2011,C,Manufacturing,f_50-99,Activity unit,372,COUNT,207.0,2007.03,Financial auxiliaries,270.0,Closing balance total assets,LE00000,A000000,5346
208,208,2011,C,Manufacturing,f_50-99,Rolling mean employees,25515,COUNT,208.0,2007.03,Financial auxiliaries,270.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,4246
209,209,2011,C,Manufacturing,f_50-99,Salaries and wages paid,1335,DOLLARS(millions),209.0,2007.03,Financial auxiliaries,270.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
